trialNum,gridState,question,goal
0,"{""safe"":[""B1"",""B2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
1,"{""safe"":[""A1"",""B1""],""unsafe"":[""C3""]}",is_C1_safe?,columns
2,"{""safe"":[""C1"",""A3""],""unsafe"":[""B3""]}",is_A2_safe?,columns
3,"{""safe"":[""B1"",""C2""],""unsafe"":[""C3""]}",is_B3_safe?,rows
4,"{""safe"":[""C2"",""A2""],""unsafe"":[""B2""]}",is_A3_safe?,rows
5,"{""safe"":[""C2"",""C1""],""unsafe"":[""A3""]}",is_C3_safe?,rows
6,"{""safe"":[""A1"",""B3""],""unsafe"":[""A3""]}",is_C1_safe?,columns
7,"{""safe"":[""A2"",""A1""],""unsafe"":[""C2""]}",is_C3_safe?,columns
8,"{""safe"":[""C3"",""B3""],""unsafe"":[""B2""]}",is_C2_safe?,rows
9,"{""safe"":[""B3"",""C3""],""unsafe"":[""A3""]}",is_B1_safe?,columns
10,"{""safe"":[""B2"",""C2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
11,"{""safe"":[""C1"",""B2""],""unsafe"":[""A2""]}",is_B1_safe?,columns
12,"{""safe"":[""C3"",""B3""],""unsafe"":[""A2""]}",is_A3_safe?,columns
13,"{""safe"":[""C1"",""A2""],""unsafe"":[""B1""]}",is_B2_safe?,columns
14,"{""safe"":[""A3"",""C2""],""unsafe"":[""C3""]}",is_B2_safe?,columns
15,"{""safe"":[""A3"",""C3""],""unsafe"":[""C1""]}",is_B1_safe?,rows
16,"{""safe"":[""B2"",""A3""],""unsafe"":[""B1""]}",is_C2_safe?,columns
17,"{""safe"":[""C3"",""B1""],""unsafe"":[""C1""]}",is_A3_safe?,rows
18,"{""safe"":[""C2"",""B2""],""unsafe"":[""B3""]}",is_C1_safe?,rows
19,"{""safe"":[""A2"",""B3""],""unsafe"":[""C1""]}",is_A1_safe?,rows
20,"{""safe"":[""A3"",""C2""],""unsafe"":[""C1""]}",is_B3_safe?,columns
21,"{""safe"":[""A1"",""C3""],""unsafe"":[""A3""]}",is_C1_safe?,rows
22,"{""safe"":[""A3"",""C1""],""unsafe"":[""C3""]}",is_A2_safe?,rows
23,"{""safe"":[""B3"",""A3""],""unsafe"":[""C1""]}",is_A1_safe?,columns
