trialNum,gridState,question,goal
0,"{""safe"":[""B3"",""B1""],""unsafe"":[""A3""]}",is_C3_safe?,rows
1,"{""safe"":[""C2"",""C1""],""unsafe"":[""A3""]}",is_C3_safe?,rows
2,"{""safe"":[""B2"",""B1""],""unsafe"":[""A3""]}",is_B3_safe?,rows
3,"{""safe"":[""C2"",""B2""],""unsafe"":[""A2""]}",is_B1_safe?,columns
4,"{""safe"":[""C1"",""A1""],""unsafe"":[""A2""]}",is_B3_safe?,columns
5,"{""safe"":[""A2"",""C2""],""unsafe"":[""B1""]}",is_C3_safe?,rows
6,"{""safe"":[""C1"",""C2""],""unsafe"":[""A3""]}",is_B2_safe?,columns
7,"{""safe"":[""A3"",""B2""],""unsafe"":[""B3""]}",is_A1_safe?,rows
8,"{""safe"":[""B3"",""C3""],""unsafe"":[""B1""]}",is_C2_safe?,rows
9,"{""safe"":[""B1"",""C3""],""unsafe"":[""C1""]}",is_A3_safe?,columns
10,"{""safe"":[""C1"",""B2""],""unsafe"":[""A2""]}",is_C3_safe?,columns
11,"{""safe"":[""B2"",""B1""],""unsafe"":[""B3""]}",is_A1_safe?,rows
12,"{""safe"":[""C2"",""B2""],""unsafe"":[""C1""]}",is_B3_safe?,rows
13,"{""safe"":[""C1"",""B3""],""unsafe"":[""C2""]}",is_B1_safe?,rows
14,"{""safe"":[""C3"",""A1""],""unsafe"":[""B1""]}",is_B3_safe?,columns
15,"{""safe"":[""C3"",""C1""],""unsafe"":[""A1""]}",is_C2_safe?,rows
16,"{""safe"":[""A1"",""C3""],""unsafe"":[""B3""]}",is_B1_safe?,columns
17,"{""safe"":[""C1"",""C2""],""unsafe"":[""B3""]}",is_B1_safe?,columns
18,"{""safe"":[""B3"",""A1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
19,"{""safe"":[""C3"",""C2""],""unsafe"":[""B3""]}",is_C1_safe?,columns
20,"{""safe"":[""C1"",""A1""],""unsafe"":[""B2""]}",is_A2_safe?,rows
21,"{""safe"":[""B2"",""C1""],""unsafe"":[""B3""]}",is_A2_safe?,columns
22,"{""safe"":[""C1"",""C3""],""unsafe"":[""B3""]}",is_C2_safe?,rows
23,"{""safe"":[""C2"",""C1""],""unsafe"":[""B2""]}",is_C3_safe?,rows
24,"{""safe"":[""A2"",""C1""],""unsafe"":[""B1""]}",is_B2_safe?,rows
25,"{""safe"":[""A1"",""C2""],""unsafe"":[""B1""]}",is_B2_safe?,columns
26,"{""safe"":[""B2"",""C2""],""unsafe"":[""C1""]}",is_A3_safe?,rows
27,"{""safe"":[""C3"",""B3""],""unsafe"":[""A2""]}",is_C1_safe?,rows
28,"{""safe"":[""A2"",""B1""],""unsafe"":[""B2""]}",is_C2_safe?,rows
29,"{""safe"":[""B2"",""B3""],""unsafe"":[""C1""]}",is_A2_safe?,columns
