trialNum,gridState,question,goal
0,"{""safe"":[""B3"",""A1""],""unsafe"":[""C1""]}",is_B1_safe?,rows
1,"{""safe"":[""C2"",""A3""],""unsafe"":[""C3""]}",is_A1_safe?,rows
2,"{""safe"":[""B3"",""A2""],""unsafe"":[""C1""]}",is_B1_safe?,rows
3,"{""safe"":[""C1"",""B3""],""unsafe"":[""A1""]}",is_A3_safe?,columns
4,"{""safe"":[""B3"",""C1""],""unsafe"":[""C2""]}",is_B1_safe?,rows
5,"{""safe"":[""C2"",""B3""],""unsafe"":[""A2""]}",is_A3_safe?,columns
6,"{""safe"":[""A1"",""C1""],""unsafe"":[""A2""]}",is_C2_safe?,rows
7,"{""safe"":[""C3"",""A1""],""unsafe"":[""A3""]}",is_C2_safe?,rows
8,"{""safe"":[""B2"",""C2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
9,"{""safe"":[""A2"",""B3""],""unsafe"":[""A1""]}",is_C2_safe?,columns
10,"{""safe"":[""C1"",""C2""],""unsafe"":[""A1""]}",is_B2_safe?,columns
11,"{""safe"":[""B3"",""A2""],""unsafe"":[""B1""]}",is_B2_safe?,columns
12,"{""safe"":[""B1"",""C2""],""unsafe"":[""C1""]}",is_B3_safe?,rows
13,"{""safe"":[""C2"",""B2""],""unsafe"":[""B1""]}",is_A2_safe?,columns
14,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_B3_safe?,columns
15,"{""safe"":[""A3"",""C2""],""unsafe"":[""C3""]}",is_B2_safe?,columns
16,"{""safe"":[""B3"",""C2""],""unsafe"":[""C1""]}",is_A3_safe?,columns
17,"{""safe"":[""C2"",""A2""],""unsafe"":[""B2""]}",is_B3_safe?,columns
18,"{""safe"":[""B2"",""C1""],""unsafe"":[""A3""]}",is_A1_safe?,columns
19,"{""safe"":[""C2"",""B3""],""unsafe"":[""A1""]}",is_B1_safe?,rows
20,"{""safe"":[""A2"",""B3""],""unsafe"":[""A3""]}",is_B1_safe?,rows
21,"{""safe"":[""B3"",""C3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
22,"{""safe"":[""A3"",""B1""],""unsafe"":[""C3""]}",is_B2_safe?,rows
23,"{""safe"":[""C1"",""B1""],""unsafe"":[""C2""]}",is_B3_safe?,rows
24,"{""safe"":[""A2"",""A1""],""unsafe"":[""C3""]}",is_B1_safe?,columns
25,"{""safe"":[""B1"",""A3""],""unsafe"":[""C3""]}",is_C1_safe?,columns
26,"{""safe"":[""A2"",""B1""],""unsafe"":[""C2""]}",is_B3_safe?,rows
27,"{""safe"":[""A3"",""A2""],""unsafe"":[""B3""]}",is_B2_safe?,columns
28,"{""safe"":[""C1"",""A1""],""unsafe"":[""C3""]}",is_B1_safe?,columns
29,"{""safe"":[""C1"",""C2""],""unsafe"":[""A3""]}",is_C3_safe?,rows
30,"{""safe"":[""C2"",""C1""],""unsafe"":[""C3""]}",is_A2_safe?,columns
31,"{""safe"":[""B3"",""C1""],""unsafe"":[""B2""]}",is_A3_safe?,columns
32,"{""safe"":[""A1"",""A2""],""unsafe"":[""C2""]}",is_A3_safe?,rows
33,"{""safe"":[""A1"",""A3""],""unsafe"":[""C1""]}",is_A2_safe?,rows
34,"{""safe"":[""B3"",""A3""],""unsafe"":[""C3""]}",is_C1_safe?,columns
35,"{""safe"":[""A2"",""B2""],""unsafe"":[""A1""]}",is_B1_safe?,rows
36,"{""safe"":[""B2"",""C3""],""unsafe"":[""B1""]}",is_C1_safe?,rows
37,"{""safe"":[""A1"",""A2""],""unsafe"":[""C1""]}",is_C2_safe?,columns
38,"{""safe"":[""B3"",""C1""],""unsafe"":[""A1""]}",is_A3_safe?,columns
39,"{""safe"":[""C1"",""A2""],""unsafe"":[""A3""]}",is_B2_safe?,columns
40,"{""safe"":[""C1"",""A3""],""unsafe"":[""C2""]}",is_A2_safe?,rows
41,"{""safe"":[""B3"",""A2""],""unsafe"":[""C3""]}",is_B1_safe?,rows
42,"{""safe"":[""B1"",""C1""],""unsafe"":[""A3""]}",is_A1_safe?,columns
43,"{""safe"":[""C2"",""B2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
44,"{""safe"":[""A3"",""C1""],""unsafe"":[""C3""]}",is_B1_safe?,columns
45,"{""safe"":[""B1"",""B2""],""unsafe"":[""B3""]}",is_A1_safe?,columns
46,"{""safe"":[""B1"",""C3""],""unsafe"":[""C2""]}",is_B2_safe?,rows
47,"{""safe"":[""B3"",""B2""],""unsafe"":[""C3""]}",is_B1_safe?,rows
48,"{""safe"":[""B1"",""C3""],""unsafe"":[""C1""]}",is_B2_safe?,rows
49,"{""safe"":[""C1"",""A2""],""unsafe"":[""C3""]}",is_A1_safe?,rows
50,"{""safe"":[""B1"",""C2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
51,"{""safe"":[""A3"",""C2""],""unsafe"":[""B2""]}",is_A1_safe?,rows
52,"{""safe"":[""A2"",""C1""],""unsafe"":[""A3""]}",is_C2_safe?,rows
53,"{""safe"":[""A1"",""B1""],""unsafe"":[""C2""]}",is_C1_safe?,columns
54,"{""safe"":[""A2"",""A3""],""unsafe"":[""C1""]}",is_B3_safe?,columns
55,"{""safe"":[""B2"",""C1""],""unsafe"":[""A2""]}",is_C2_safe?,rows
56,"{""safe"":[""C2"",""C3""],""unsafe"":[""A1""]}",is_C1_safe?,rows
57,"{""safe"":[""C2"",""A3""],""unsafe"":[""A1""]}",is_B2_safe?,columns
58,"{""safe"":[""B2"",""A2""],""unsafe"":[""B1""]}",is_C2_safe?,columns
