trialNum,gridState,question,goal
0,"{""safe"":[""A3"",""C3""],""unsafe"":[""A2""]}",is_B3_safe?,columns
1,"{""safe"":[""A1"",""C2""],""unsafe"":[""A3""]}",is_B3_safe?,columns
2,"{""safe"":[""A2"",""B1""],""unsafe"":[""A1""]}",is_B3_safe?,columns
3,"{""safe"":[""B2"",""B3""],""unsafe"":[""A3""]}",is_C2_safe?,columns
4,"{""safe"":[""A2"",""A3""],""unsafe"":[""B3""]}",is_A1_safe?,rows
5,"{""safe"":[""A2"",""C2""],""unsafe"":[""C3""]}",is_B1_safe?,columns
6,"{""safe"":[""C1"",""B2""],""unsafe"":[""B1""]}",is_B3_safe?,rows
7,"{""safe"":[""A3"",""B1""],""unsafe"":[""B2""]}",is_C2_safe?,columns
8,"{""safe"":[""A1"",""A3""],""unsafe"":[""C1""]}",is_C3_safe?,columns
9,"{""safe"":[""C2"",""B2""],""unsafe"":[""A3""]}",is_C1_safe?,rows
10,"{""safe"":[""A1"",""B2""],""unsafe"":[""C1""]}",is_A2_safe?,rows
11,"{""safe"":[""B3"",""C3""],""unsafe"":[""A3""]}",is_A2_safe?,rows
12,"{""safe"":[""A2"",""C3""],""unsafe"":[""B3""]}",is_C1_safe?,rows
13,"{""safe"":[""B2"",""A1""],""unsafe"":[""B3""]}",is_B1_safe?,columns
14,"{""safe"":[""A3"",""A1""],""unsafe"":[""C3""]}",is_A2_safe?,rows
15,"{""safe"":[""A2"",""C3""],""unsafe"":[""C1""]}",is_A3_safe?,rows
16,"{""safe"":[""B2"",""C1""],""unsafe"":[""A3""]}",is_B1_safe?,rows
17,"{""safe"":[""A3"",""B3""],""unsafe"":[""A1""]}",is_C1_safe?,columns
18,"{""safe"":[""A2"",""A3""],""unsafe"":[""A1""]}",is_C1_safe?,columns
19,"{""safe"":[""B3"",""C1""],""unsafe"":[""C3""]}",is_A3_safe?,rows
20,"{""safe"":[""A3"",""B2""],""unsafe"":[""C1""]}",is_C2_safe?,columns
21,"{""safe"":[""A3"",""A2""],""unsafe"":[""A1""]}",is_B1_safe?,rows
22,"{""safe"":[""C1"",""B2""],""unsafe"":[""A3""]}",is_C2_safe?,columns
23,"{""safe"":[""B3"",""B2""],""unsafe"":[""C3""]}",is_B1_safe?,rows
24,"{""safe"":[""A1"",""A2""],""unsafe"":[""B3""]}",is_B2_safe?,columns
25,"{""safe"":[""C2"",""A3""],""unsafe"":[""A2""]}",is_C1_safe?,rows
26,"{""safe"":[""A2"",""A3""],""unsafe"":[""C1""]}",is_C2_safe?,columns
27,"{""safe"":[""C3"",""C1""],""unsafe"":[""B1""]}",is_A3_safe?,rows
28,"{""safe"":[""C2"",""B1""],""unsafe"":[""A3""]}",is_C1_safe?,columns
29,"{""safe"":[""C2"",""C1""],""unsafe"":[""A1""]}",is_C3_safe?,rows
30,"{""safe"":[""C2"",""A1""],""unsafe"":[""B3""]}",is_B1_safe?,columns
31,"{""safe"":[""A2"",""B2""],""unsafe"":[""C3""]}",is_A3_safe?,rows
32,"{""safe"":[""B3"",""B1""],""unsafe"":[""B2""]}",is_A2_safe?,rows
33,"{""safe"":[""B2"",""B3""],""unsafe"":[""A1""]}",is_B1_safe?,rows
34,"{""safe"":[""B2"",""A2""],""unsafe"":[""A1""]}",is_A3_safe?,columns
35,"{""safe"":[""A1"",""B1""],""unsafe"":[""C2""]}",is_B3_safe?,rows
36,"{""safe"":[""C3"",""B3""],""unsafe"":[""B1""]}",is_C2_safe?,rows
37,"{""safe"":[""C2"",""A1""],""unsafe"":[""C1""]}",is_A3_safe?,rows
38,"{""safe"":[""B2"",""A3""],""unsafe"":[""C2""]}",is_A2_safe?,rows
39,"{""safe"":[""B2"",""A2""],""unsafe"":[""B3""]}",is_C2_safe?,columns
40,"{""safe"":[""C2"",""A3""],""unsafe"":[""A1""]}",is_B3_safe?,rows
41,"{""safe"":[""C2"",""A1""],""unsafe"":[""B2""]}",is_A2_safe?,rows
42,"{""safe"":[""B1"",""B2""],""unsafe"":[""A2""]}",is_C1_safe?,columns
43,"{""safe"":[""C3"",""C2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
44,"{""safe"":[""B1"",""B3""],""unsafe"":[""C1""]}",is_A3_safe?,rows
45,"{""safe"":[""B1"",""A3""],""unsafe"":[""A2""]}",is_C3_safe?,rows
46,"{""safe"":[""B2"",""A2""],""unsafe"":[""A3""]}",is_B1_safe?,rows
47,"{""safe"":[""B2"",""B1""],""unsafe"":[""C1""]}",is_B3_safe?,rows
48,"{""safe"":[""A1"",""C1""],""unsafe"":[""B3""]}",is_A3_safe?,rows
49,"{""safe"":[""A1"",""A2""],""unsafe"":[""B1""]}",is_A3_safe?,rows
50,"{""safe"":[""C3"",""A3""],""unsafe"":[""A1""]}",is_B3_safe?,columns
51,"{""safe"":[""A1"",""B1""],""unsafe"":[""B3""]}",is_B2_safe?,columns
52,"{""safe"":[""A3"",""A2""],""unsafe"":[""B3""]}",is_C2_safe?,columns
53,"{""safe"":[""C2"",""C1""],""unsafe"":[""B3""]}",is_B2_safe?,columns
54,"{""safe"":[""B2"",""B1""],""unsafe"":[""C2""]}",is_A3_safe?,rows
55,"{""safe"":[""A2"",""A3""],""unsafe"":[""C1""]}",is_A1_safe?,rows
56,"{""safe"":[""B1"",""A2""],""unsafe"":[""B3""]}",is_C2_safe?,columns
57,"{""safe"":[""C2"",""C1""],""unsafe"":[""B3""]}",is_B1_safe?,rows
58,"{""safe"":[""B1"",""A2""],""unsafe"":[""B2""]}",is_B3_safe?,columns
59,"{""safe"":[""B1"",""B2""],""unsafe"":[""C2""]}",is_C1_safe?,columns
60,"{""safe"":[""B3"",""A3""],""unsafe"":[""B1""]}",is_C1_safe?,columns
61,"{""safe"":[""A2"",""C3""],""unsafe"":[""B3""]}",is_B2_safe?,columns
62,"{""safe"":[""B1"",""C3""],""unsafe"":[""A1""]}",is_C1_safe?,rows
63,"{""safe"":[""B2"",""C3""],""unsafe"":[""B3""]}",is_A1_safe?,rows
64,"{""safe"":[""C1"",""A2""],""unsafe"":[""B1""]}",is_A3_safe?,rows
65,"{""safe"":[""A2"",""A1""],""unsafe"":[""C1""]}",is_C2_safe?,columns
66,"{""safe"":[""A1"",""B3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
67,"{""safe"":[""B1"",""A1""],""unsafe"":[""B3""]}",is_C2_safe?,rows
68,"{""safe"":[""B1"",""B3""],""unsafe"":[""C2""]}",is_A1_safe?,columns
69,"{""safe"":[""C2"",""A2""],""unsafe"":[""A3""]}",is_C3_safe?,rows
70,"{""safe"":[""C2"",""C1""],""unsafe"":[""B2""]}",is_A1_safe?,rows
71,"{""safe"":[""A2"",""B2""],""unsafe"":[""C2""]}",is_B1_safe?,rows
72,"{""safe"":[""C2"",""A2""],""unsafe"":[""B1""]}",is_A3_safe?,columns
