trialNum,gridState,question,goal
0,"{""safe"":[""A2"",""B2""],""unsafe"":[""B3""]}",is_A1_safe?,rows
1,"{""safe"":[""A3"",""A1""],""unsafe"":[""C2""]}",is_A2_safe?,rows
2,"{""safe"":[""B3"",""A1""],""unsafe"":[""B1""]}",is_C1_safe?,rows
3,"{""safe"":[""A1"",""C3""],""unsafe"":[""A3""]}",is_B1_safe?,columns
4,"{""safe"":[""C1"",""B2""],""unsafe"":[""C2""]}",is_A1_safe?,columns
5,"{""safe"":[""C1"",""B2""],""unsafe"":[""C2""]}",is_B3_safe?,rows
6,"{""safe"":[""C2"",""A3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
7,"{""safe"":[""B2"",""A3""],""unsafe"":[""C1""]}",is_C3_safe?,columns
8,"{""safe"":[""A3"",""A2""],""unsafe"":[""B3""]}",is_A1_safe?,rows
9,"{""safe"":[""C2"",""C3""],""unsafe"":[""A2""]}",is_C1_safe?,rows
10,"{""safe"":[""C1"",""A3""],""unsafe"":[""A2""]}",is_C2_safe?,rows
11,"{""safe"":[""B2"",""C2""],""unsafe"":[""A3""]}",is_B3_safe?,rows
12,"{""safe"":[""B2"",""B1""],""unsafe"":[""A2""]}",is_A1_safe?,columns
13,"{""safe"":[""B3"",""B2""],""unsafe"":[""A1""]}",is_B1_safe?,rows
14,"{""safe"":[""A2"",""A1""],""unsafe"":[""C3""]}",is_C1_safe?,columns
15,"{""safe"":[""A3"",""A1""],""unsafe"":[""C1""]}",is_A2_safe?,rows
16,"{""safe"":[""C2"",""C1""],""unsafe"":[""A2""]}",is_C3_safe?,rows
17,"{""safe"":[""B1"",""C3""],""unsafe"":[""A3""]}",is_B3_safe?,rows
18,"{""safe"":[""A2"",""A3""],""unsafe"":[""C3""]}",is_A1_safe?,rows
19,"{""safe"":[""A1"",""B2""],""unsafe"":[""C1""]}",is_C2_safe?,columns
20,"{""safe"":[""B1"",""C3""],""unsafe"":[""B3""]}",is_A1_safe?,columns
21,"{""safe"":[""A3"",""A2""],""unsafe"":[""C3""]}",is_C1_safe?,columns
22,"{""safe"":[""C3"",""B2""],""unsafe"":[""B1""]}",is_A3_safe?,columns
23,"{""safe"":[""C1"",""C3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
24,"{""safe"":[""C3"",""B3""],""unsafe"":[""B2""]}",is_C1_safe?,rows
25,"{""safe"":[""C2"",""B3""],""unsafe"":[""A2""]}",is_C3_safe?,rows
26,"{""safe"":[""A1"",""B1""],""unsafe"":[""A3""]}",is_C1_safe?,columns
27,"{""safe"":[""A3"",""C3""],""unsafe"":[""A1""]}",is_B3_safe?,columns
28,"{""safe"":[""C1"",""B2""],""unsafe"":[""A2""]}",is_C3_safe?,rows
29,"{""safe"":[""A2"",""C2""],""unsafe"":[""C1""]}",is_B2_safe?,columns
