trialNum,gridState,question,goal
0,"{""safe"":[""A1"",""A3""],""unsafe"":[""C3""]}",is_C1_safe?,columns
1,"{""safe"":[""A1"",""C1""],""unsafe"":[""C3""]}",is_A3_safe?,rows
2,"{""safe"":[""A3"",""A1""],""unsafe"":[""B3""]}",is_A2_safe?,rows
3,"{""safe"":[""C2"",""B1""],""unsafe"":[""A3""]}",is_B3_safe?,columns
4,"{""safe"":[""A2"",""B2""],""unsafe"":[""C3""]}",is_A3_safe?,rows
5,"{""safe"":[""A3"",""B3""],""unsafe"":[""C1""]}",is_A1_safe?,rows
6,"{""safe"":[""A3"",""C2""],""unsafe"":[""C1""]}",is_B2_safe?,columns
7,"{""safe"":[""C2"",""C3""],""unsafe"":[""B3""]}",is_A1_safe?,columns
8,"{""safe"":[""A1"",""C3""],""unsafe"":[""B2""]}",is_B3_safe?,rows
9,"{""safe"":[""C2"",""B1""],""unsafe"":[""A1""]}",is_B3_safe?,rows
10,"{""safe"":[""B2"",""B1""],""unsafe"":[""C2""]}",is_C1_safe?,columns
11,"{""safe"":[""B2"",""A3""],""unsafe"":[""A2""]}",is_C3_safe?,columns
12,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_B3_safe?,columns
13,"{""safe"":[""B3"",""A1""],""unsafe"":[""C2""]}",is_C1_safe?,columns
14,"{""safe"":[""C3"",""B3""],""unsafe"":[""A2""]}",is_C1_safe?,rows
15,"{""safe"":[""B2"",""A2""],""unsafe"":[""C2""]}",is_A3_safe?,rows
16,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_C3_safe?,rows
17,"{""safe"":[""A1"",""A2""],""unsafe"":[""C2""]}",is_B2_safe?,rows
18,"{""safe"":[""A3"",""B2""],""unsafe"":[""C2""]}",is_C3_safe?,columns
19,"{""safe"":[""C3"",""C1""],""unsafe"":[""B1""]}",is_C2_safe?,rows
20,"{""safe"":[""A2"",""B3""],""unsafe"":[""A3""]}",is_B2_safe?,rows
21,"{""safe"":[""B2"",""A2""],""unsafe"":[""B3""]}",is_C2_safe?,columns
22,"{""safe"":[""B1"",""A1""],""unsafe"":[""C2""]}",is_C1_safe?,columns
23,"{""safe"":[""B1"",""A3""],""unsafe"":[""C2""]}",is_A2_safe?,columns
24,"{""safe"":[""A1"",""C1""],""unsafe"":[""C3""]}",is_B1_safe?,columns
25,"{""safe"":[""A3"",""C1""],""unsafe"":[""C2""]}",is_A2_safe?,columns
26,"{""safe"":[""B1"",""C2""],""unsafe"":[""C1""]}",is_B2_safe?,rows
27,"{""safe"":[""C3"",""A1""],""unsafe"":[""C2""]}",is_A2_safe?,rows
28,"{""safe"":[""C3"",""A2""],""unsafe"":[""C2""]}",is_B2_safe?,columns
29,"{""safe"":[""B1"",""B3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
30,"{""safe"":[""A3"",""B2""],""unsafe"":[""B1""]}",is_C2_safe?,rows
31,"{""safe"":[""A1"",""B2""],""unsafe"":[""C1""]}",is_B1_safe?,rows
32,"{""safe"":[""A3"",""C1""],""unsafe"":[""B1""]}",is_C2_safe?,rows
33,"{""safe"":[""C2"",""A1""],""unsafe"":[""B2""]}",is_C3_safe?,rows
34,"{""safe"":[""B3"",""B2""],""unsafe"":[""A3""]}",is_B1_safe?,rows
35,"{""safe"":[""A3"",""B2""],""unsafe"":[""C1""]}",is_B1_safe?,rows
36,"{""safe"":[""C2"",""B3""],""unsafe"":[""C1""]}",is_A2_safe?,columns
37,"{""safe"":[""A2"",""A1""],""unsafe"":[""B2""]}",is_B1_safe?,rows
38,"{""safe"":[""A3"",""C1""],""unsafe"":[""C2""]}",is_A1_safe?,rows
39,"{""safe"":[""C3"",""C2""],""unsafe"":[""B2""]}",is_C1_safe?,rows
40,"{""safe"":[""C3"",""A3""],""unsafe"":[""A2""]}",is_C2_safe?,rows
41,"{""safe"":[""B3"",""B2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
42,"{""safe"":[""A3"",""C3""],""unsafe"":[""B1""]}",is_C1_safe?,rows
43,"{""safe"":[""B3"",""B1""],""unsafe"":[""C1""]}",is_A3_safe?,columns
44,"{""safe"":[""B2"",""A2""],""unsafe"":[""C1""]}",is_C2_safe?,columns
45,"{""safe"":[""C2"",""C3""],""unsafe"":[""C1""]}",is_B3_safe?,columns
46,"{""safe"":[""C3"",""A2""],""unsafe"":[""B1""]}",is_A3_safe?,columns
47,"{""safe"":[""B3"",""A3""],""unsafe"":[""A2""]}",is_C3_safe?,rows
