trialNum,gridState,question,goal
0,"{""safe"":[""B3"",""A1""],""unsafe"":[""C2""]}",is_C3_safe?,columns
1,"{""safe"":[""B2"",""C1""],""unsafe"":[""B1""]}",is_C3_safe?,rows
2,"{""safe"":[""B1"",""C2""],""unsafe"":[""B2""]}",is_C3_safe?,rows
3,"{""safe"":[""A3"",""C2""],""unsafe"":[""B2""]}",is_A2_safe?,rows
4,"{""safe"":[""B1"",""B3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
5,"{""safe"":[""B1"",""C2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
6,"{""safe"":[""B2"",""B3""],""unsafe"":[""C1""]}",is_B1_safe?,rows
7,"{""safe"":[""A3"",""B2""],""unsafe"":[""C2""]}",is_C3_safe?,columns
8,"{""safe"":[""B2"",""B1""],""unsafe"":[""A1""]}",is_A3_safe?,rows
9,"{""safe"":[""B1"",""A2""],""unsafe"":[""A3""]}",is_C1_safe?,columns
10,"{""safe"":[""B2"",""A2""],""unsafe"":[""A1""]}",is_B3_safe?,rows
11,"{""safe"":[""B1"",""B2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
12,"{""safe"":[""A2"",""A3""],""unsafe"":[""B1""]}",is_A1_safe?,rows
13,"{""safe"":[""B3"",""A1""],""unsafe"":[""C1""]}",is_B1_safe?,rows
14,"{""safe"":[""C2"",""A2""],""unsafe"":[""A1""]}",is_B2_safe?,columns
15,"{""safe"":[""B1"",""A1""],""unsafe"":[""B3""]}",is_C1_safe?,columns
16,"{""safe"":[""C3"",""C1""],""unsafe"":[""B3""]}",is_B1_safe?,columns
17,"{""safe"":[""A2"",""B2""],""unsafe"":[""A3""]}",is_B3_safe?,rows
18,"{""safe"":[""A3"",""C3""],""unsafe"":[""B2""]}",is_B3_safe?,columns
19,"{""safe"":[""C3"",""C1""],""unsafe"":[""B1""]}",is_B3_safe?,columns
20,"{""safe"":[""C1"",""B3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
21,"{""safe"":[""B2"",""B1""],""unsafe"":[""A2""]}",is_A1_safe?,columns
22,"{""safe"":[""B2"",""A1""],""unsafe"":[""C3""]}",is_A3_safe?,rows
23,"{""safe"":[""B3"",""B2""],""unsafe"":[""A1""]}",is_B1_safe?,rows
24,"{""safe"":[""B1"",""B3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
25,"{""safe"":[""B2"",""A2""],""unsafe"":[""B1""]}",is_C2_safe?,columns
26,"{""safe"":[""B1"",""B2""],""unsafe"":[""B3""]}",is_C3_safe?,rows
27,"{""safe"":[""C3"",""B1""],""unsafe"":[""A1""]}",is_B3_safe?,columns
28,"{""safe"":[""A2"",""C1""],""unsafe"":[""A3""]}",is_C3_safe?,rows
29,"{""safe"":[""C2"",""B2""],""unsafe"":[""A2""]}",is_B1_safe?,columns
30,"{""safe"":[""B2"",""C3""],""unsafe"":[""A1""]}",is_C2_safe?,columns
31,"{""safe"":[""C2"",""A3""],""unsafe"":[""A2""]}",is_C3_safe?,rows
32,"{""safe"":[""B2"",""C1""],""unsafe"":[""C3""]}",is_A2_safe?,rows
33,"{""safe"":[""A2"",""C3""],""unsafe"":[""C2""]}",is_A1_safe?,rows
34,"{""safe"":[""C1"",""C3""],""unsafe"":[""A3""]}",is_C2_safe?,rows
35,"{""safe"":[""A3"",""B2""],""unsafe"":[""A2""]}",is_B1_safe?,rows
36,"{""safe"":[""C1"",""B2""],""unsafe"":[""A2""]}",is_B3_safe?,rows
37,"{""safe"":[""B2"",""C1""],""unsafe"":[""A1""]}",is_A2_safe?,columns
38,"{""safe"":[""A2"",""B2""],""unsafe"":[""C3""]}",is_B1_safe?,rows
39,"{""safe"":[""C1"",""A3""],""unsafe"":[""A1""]}",is_B3_safe?,columns
40,"{""safe"":[""C1"",""A2""],""unsafe"":[""A1""]}",is_C3_safe?,columns
41,"{""safe"":[""C2"",""C1""],""unsafe"":[""A2""]}",is_B1_safe?,columns
42,"{""safe"":[""A1"",""B1""],""unsafe"":[""B2""]}",is_C1_safe?,columns
43,"{""safe"":[""B3"",""A1""],""unsafe"":[""B2""]}",is_C1_safe?,rows
44,"{""safe"":[""C3"",""C1""],""unsafe"":[""A2""]}",is_B1_safe?,columns
45,"{""safe"":[""B2"",""A1""],""unsafe"":[""C2""]}",is_C1_safe?,rows
46,"{""safe"":[""C2"",""A3""],""unsafe"":[""A1""]}",is_A2_safe?,columns
47,"{""safe"":[""B1"",""A1""],""unsafe"":[""B2""]}",is_C1_safe?,columns
48,"{""safe"":[""B1"",""B2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
49,"{""safe"":[""B2"",""B1""],""unsafe"":[""C1""]}",is_B3_safe?,rows
50,"{""safe"":[""A2"",""B3""],""unsafe"":[""C1""]}",is_B1_safe?,rows
51,"{""safe"":[""C3"",""C2""],""unsafe"":[""A1""]}",is_C1_safe?,rows
52,"{""safe"":[""C3"",""A2""],""unsafe"":[""A1""]}",is_B1_safe?,rows
53,"{""safe"":[""C2"",""C3""],""unsafe"":[""C1""]}",is_B1_safe?,rows
54,"{""safe"":[""A2"",""A1""],""unsafe"":[""B1""]}",is_A3_safe?,rows
55,"{""safe"":[""A1"",""A2""],""unsafe"":[""B3""]}",is_C1_safe?,columns
56,"{""safe"":[""C1"",""A2""],""unsafe"":[""C3""]}",is_A3_safe?,rows
57,"{""safe"":[""B1"",""A1""],""unsafe"":[""A3""]}",is_B3_safe?,rows
58,"{""safe"":[""C3"",""A3""],""unsafe"":[""B2""]}",is_B3_safe?,columns
59,"{""safe"":[""C2"",""C1""],""unsafe"":[""A3""]}",is_C3_safe?,rows
60,"{""safe"":[""C3"",""C1""],""unsafe"":[""B3""]}",is_C2_safe?,rows
61,"{""safe"":[""C3"",""B3""],""unsafe"":[""A3""]}",is_B2_safe?,rows
62,"{""safe"":[""A2"",""C3""],""unsafe"":[""B3""]}",is_A1_safe?,rows
63,"{""safe"":[""A2"",""C2""],""unsafe"":[""C3""]}",is_A1_safe?,rows
64,"{""safe"":[""C3"",""A2""],""unsafe"":[""B3""]}",is_A3_safe?,rows
65,"{""safe"":[""A3"",""A1""],""unsafe"":[""C2""]}",is_A2_safe?,rows
66,"{""safe"":[""A1"",""B3""],""unsafe"":[""B1""]}",is_C3_safe?,columns
67,"{""safe"":[""C1"",""B3""],""unsafe"":[""A2""]}",is_C2_safe?,rows
68,"{""safe"":[""C1"",""C2""],""unsafe"":[""B2""]}",is_B1_safe?,columns
69,"{""safe"":[""C3"",""A3""],""unsafe"":[""A2""]}",is_B3_safe?,columns
70,"{""safe"":[""C1"",""B2""],""unsafe"":[""B3""]}",is_C2_safe?,columns
71,"{""safe"":[""A1"",""B1""],""unsafe"":[""A3""]}",is_B2_safe?,columns
72,"{""safe"":[""B2"",""A1""],""unsafe"":[""C3""]}",is_C2_safe?,columns
73,"{""safe"":[""C1"",""B2""],""unsafe"":[""A3""]}",is_C3_safe?,rows
74,"{""safe"":[""B3"",""A1""],""unsafe"":[""A2""]}",is_A3_safe?,columns
75,"{""safe"":[""B1"",""A2""],""unsafe"":[""B2""]}",is_C3_safe?,rows
76,"{""safe"":[""B1"",""A3""],""unsafe"":[""A1""]}",is_B3_safe?,columns
77,"{""safe"":[""A3"",""B3""],""unsafe"":[""C1""]}",is_B1_safe?,rows
78,"{""safe"":[""B2"",""C3""],""unsafe"":[""C1""]}",is_A2_safe?,columns
79,"{""safe"":[""B1"",""C2""],""unsafe"":[""B3""]}",is_A1_safe?,columns
80,"{""safe"":[""B3"",""B2""],""unsafe"":[""A3""]}",is_B1_safe?,rows
81,"{""safe"":[""B2"",""A1""],""unsafe"":[""A2""]}",is_B3_safe?,rows
82,"{""safe"":[""A1"",""C3""],""unsafe"":[""B2""]}",is_C2_safe?,rows
83,"{""safe"":[""C3"",""B2""],""unsafe"":[""A3""]}",is_C1_safe?,rows
84,"{""safe"":[""A3"",""A2""],""unsafe"":[""C2""]}",is_B3_safe?,columns
85,"{""safe"":[""B3"",""A3""],""unsafe"":[""A1""]}",is_B2_safe?,rows
86,"{""safe"":[""A3"",""B3""],""unsafe"":[""B2""]}",is_A2_safe?,rows
87,"{""safe"":[""B2"",""A2""],""unsafe"":[""A3""]}",is_C2_safe?,columns
88,"{""safe"":[""B3"",""B1""],""unsafe"":[""C1""]}",is_C3_safe?,columns
89,"{""safe"":[""C3"",""A3""],""unsafe"":[""C1""]}",is_B3_safe?,columns
90,"{""safe"":[""C2"",""B2""],""unsafe"":[""B1""]}",is_A2_safe?,columns
91,"{""safe"":[""C1"",""B2""],""unsafe"":[""C3""]}",is_C2_safe?,columns
92,"{""safe"":[""A1"",""C2""],""unsafe"":[""A3""]}",is_C3_safe?,rows
93,"{""safe"":[""A2"",""C3""],""unsafe"":[""C2""]}",is_A1_safe?,rows
94,"{""safe"":[""B2"",""B3""],""unsafe"":[""C2""]}",is_A3_safe?,columns
95,"{""safe"":[""B1"",""A3""],""unsafe"":[""A1""]}",is_C3_safe?,columns
96,"{""safe"":[""C1"",""C2""],""unsafe"":[""B3""]}",is_B2_safe?,columns
97,"{""safe"":[""B2"",""A2""],""unsafe"":[""C1""]}",is_B3_safe?,rows
98,"{""safe"":[""C1"",""C2""],""unsafe"":[""B1""]}",is_B2_safe?,columns
99,"{""safe"":[""A2"",""B2""],""unsafe"":[""A1""]}",is_C3_safe?,rows
