trialNum,gridState,question,goal
0,"{""safe"":[""C3"",""A1""],""unsafe"":[""B3""]}",is_C1_safe?,columns
1,"{""safe"":[""B2"",""B3""],""unsafe"":[""C1""]}",is_B1_safe?,rows
2,"{""safe"":[""A3"",""C2""],""unsafe"":[""C3""]}",is_A2_safe?,rows
3,"{""safe"":[""B3"",""A3""],""unsafe"":[""C2""]}",is_C3_safe?,columns
4,"{""safe"":[""B3"",""C1""],""unsafe"":[""B1""]}",is_A3_safe?,rows
5,"{""safe"":[""A1"",""A2""],""unsafe"":[""C2""]}",is_B2_safe?,columns
6,"{""safe"":[""B2"",""B1""],""unsafe"":[""C2""]}",is_A3_safe?,rows
7,"{""safe"":[""B1"",""C3""],""unsafe"":[""C2""]}",is_B2_safe?,rows
8,"{""safe"":[""A2"",""B1""],""unsafe"":[""B2""]}",is_A1_safe?,rows
9,"{""safe"":[""B3"",""A1""],""unsafe"":[""B2""]}",is_C3_safe?,columns
10,"{""safe"":[""B1"",""A3""],""unsafe"":[""B3""]}",is_A1_safe?,columns
11,"{""safe"":[""A2"",""A3""],""unsafe"":[""C1""]}",is_C2_safe?,columns
12,"{""safe"":[""C2"",""C1""],""unsafe"":[""A2""]}",is_C3_safe?,rows
13,"{""safe"":[""A2"",""B1""],""unsafe"":[""B2""]}",is_C1_safe?,columns
14,"{""safe"":[""C1"",""A2""],""unsafe"":[""C3""]}",is_B1_safe?,rows
15,"{""safe"":[""B3"",""C2""],""unsafe"":[""C1""]}",is_B2_safe?,rows
16,"{""safe"":[""B2"",""B1""],""unsafe"":[""A1""]}",is_A3_safe?,columns
17,"{""safe"":[""C2"",""B1""],""unsafe"":[""A3""]}",is_B3_safe?,rows
18,"{""safe"":[""A1"",""C2""],""unsafe"":[""A2""]}",is_C3_safe?,columns
19,"{""safe"":[""A2"",""C2""],""unsafe"":[""B3""]}",is_B1_safe?,columns
20,"{""safe"":[""A1"",""A3""],""unsafe"":[""C2""]}",is_C1_safe?,columns
21,"{""safe"":[""C1"",""B2""],""unsafe"":[""A3""]}",is_C2_safe?,columns
22,"{""safe"":[""C2"",""B2""],""unsafe"":[""A1""]}",is_A2_safe?,rows
23,"{""safe"":[""B3"",""B2""],""unsafe"":[""C1""]}",is_B1_safe?,rows
24,"{""safe"":[""A3"",""A2""],""unsafe"":[""B1""]}",is_B2_safe?,columns
25,"{""safe"":[""A3"",""A2""],""unsafe"":[""B3""]}",is_A1_safe?,rows
26,"{""safe"":[""B1"",""B3""],""unsafe"":[""C2""]}",is_A3_safe?,columns
27,"{""safe"":[""C2"",""B3""],""unsafe"":[""C1""]}",is_A2_safe?,rows
28,"{""safe"":[""A3"",""C1""],""unsafe"":[""B1""]}",is_A2_safe?,rows
29,"{""safe"":[""C3"",""A3""],""unsafe"":[""B3""]}",is_C2_safe?,rows
30,"{""safe"":[""A1"",""B3""],""unsafe"":[""C3""]}",is_B1_safe?,columns
31,"{""safe"":[""C3"",""B3""],""unsafe"":[""B2""]}",is_A3_safe?,columns
32,"{""safe"":[""B3"",""B2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
33,"{""safe"":[""C1"",""B1""],""unsafe"":[""A3""]}",is_A1_safe?,columns
34,"{""safe"":[""C3"",""C2""],""unsafe"":[""B1""]}",is_B2_safe?,columns
35,"{""safe"":[""A1"",""C1""],""unsafe"":[""B1""]}",is_A3_safe?,rows
36,"{""safe"":[""B2"",""A3""],""unsafe"":[""C1""]}",is_B3_safe?,columns
37,"{""safe"":[""C1"",""C3""],""unsafe"":[""B3""]}",is_C2_safe?,rows
38,"{""safe"":[""C2"",""B2""],""unsafe"":[""B3""]}",is_C1_safe?,rows
39,"{""safe"":[""B1"",""C2""],""unsafe"":[""C3""]}",is_B3_safe?,rows
40,"{""safe"":[""C3"",""A3""],""unsafe"":[""A1""]}",is_C2_safe?,rows
41,"{""safe"":[""A2"",""A3""],""unsafe"":[""A1""]}",is_C2_safe?,columns
42,"{""safe"":[""B3"",""B1""],""unsafe"":[""A1""]}",is_A3_safe?,columns
