trialNum,gridState,question,goal
0,"{""safe"":[""B3"",""B1""],""unsafe"":[""A3""]}",is_B2_safe?,rows
1,"{""safe"":[""C2"",""C3""],""unsafe"":[""B1""]}",is_A2_safe?,columns
2,"{""safe"":[""B1"",""C2""],""unsafe"":[""B3""]}",is_B2_safe?,columns
3,"{""safe"":[""A3"",""C3""],""unsafe"":[""B2""]}",is_C1_safe?,rows
4,"{""safe"":[""C2"",""A1""],""unsafe"":[""B3""]}",is_B1_safe?,columns
5,"{""safe"":[""C2"",""C1""],""unsafe"":[""A3""]}",is_A1_safe?,columns
6,"{""safe"":[""B2"",""A3""],""unsafe"":[""B3""]}",is_C2_safe?,columns
7,"{""safe"":[""C1"",""A1""],""unsafe"":[""B2""]}",is_A2_safe?,rows
8,"{""safe"":[""A3"",""B1""],""unsafe"":[""C3""]}",is_B2_safe?,rows
9,"{""safe"":[""C1"",""C3""],""unsafe"":[""A1""]}",is_C2_safe?,rows
10,"{""safe"":[""A1"",""B1""],""unsafe"":[""C2""]}",is_C1_safe?,columns
11,"{""safe"":[""B1"",""A1""],""unsafe"":[""C1""]}",is_C2_safe?,columns
12,"{""safe"":[""C1"",""A1""],""unsafe"":[""C3""]}",is_A2_safe?,rows
13,"{""safe"":[""B3"",""A3""],""unsafe"":[""B2""]}",is_A1_safe?,rows
14,"{""safe"":[""C2"",""B1""],""unsafe"":[""A2""]}",is_A1_safe?,columns
15,"{""safe"":[""A2"",""A1""],""unsafe"":[""A3""]}",is_C3_safe?,rows
16,"{""safe"":[""B1"",""A1""],""unsafe"":[""A2""]}",is_C1_safe?,columns
17,"{""safe"":[""A1"",""B3""],""unsafe"":[""A2""]}",is_C1_safe?,columns
18,"{""safe"":[""A1"",""A2""],""unsafe"":[""C2""]}",is_A3_safe?,rows
19,"{""safe"":[""C1"",""A3""],""unsafe"":[""A2""]}",is_C2_safe?,rows
20,"{""safe"":[""A2"",""B3""],""unsafe"":[""A3""]}",is_C2_safe?,columns
21,"{""safe"":[""C1"",""C2""],""unsafe"":[""B2""]}",is_A1_safe?,columns
22,"{""safe"":[""A1"",""C2""],""unsafe"":[""B2""]}",is_C3_safe?,rows
23,"{""safe"":[""C1"",""C2""],""unsafe"":[""B2""]}",is_A1_safe?,columns
24,"{""safe"":[""C2"",""A3""],""unsafe"":[""B3""]}",is_C3_safe?,rows
25,"{""safe"":[""B1"",""B3""],""unsafe"":[""A3""]}",is_B2_safe?,rows
26,"{""safe"":[""A1"",""C1""],""unsafe"":[""C2""]}",is_B1_safe?,columns
27,"{""safe"":[""C1"",""B1""],""unsafe"":[""C3""]}",is_B3_safe?,rows
28,"{""safe"":[""B3"",""A3""],""unsafe"":[""A1""]}",is_C3_safe?,columns
29,"{""safe"":[""A3"",""B2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
30,"{""safe"":[""A2"",""B3""],""unsafe"":[""B2""]}",is_C3_safe?,columns
31,"{""safe"":[""A2"",""A1""],""unsafe"":[""B1""]}",is_B2_safe?,columns
32,"{""safe"":[""A3"",""C2""],""unsafe"":[""B2""]}",is_A1_safe?,rows
33,"{""safe"":[""B1"",""A2""],""unsafe"":[""A1""]}",is_C2_safe?,columns
34,"{""safe"":[""A2"",""B3""],""unsafe"":[""C2""]}",is_B2_safe?,rows
35,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_B3_safe?,columns
36,"{""safe"":[""A2"",""B2""],""unsafe"":[""A1""]}",is_C2_safe?,columns
37,"{""safe"":[""B2"",""A1""],""unsafe"":[""B1""]}",is_C2_safe?,columns
38,"{""safe"":[""B3"",""C2""],""unsafe"":[""A2""]}",is_B2_safe?,rows
39,"{""safe"":[""B3"",""A2""],""unsafe"":[""B2""]}",is_C3_safe?,columns
