trialNum,gridState,question,goal
0,"{""safe"":[""B3"",""B1""],""unsafe"":[""A2""]}",is_A3_safe?,columns
1,"{""safe"":[""B1"",""B3""],""unsafe"":[""A1""]}",is_A3_safe?,columns
2,"{""safe"":[""B2"",""B1""],""unsafe"":[""C2""]}",is_A1_safe?,columns
3,"{""safe"":[""A3"",""B2""],""unsafe"":[""C2""]}",is_C3_safe?,rows
4,"{""safe"":[""A2"",""C3""],""unsafe"":[""B3""]}",is_A3_safe?,rows
5,"{""safe"":[""C1"",""A1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
6,"{""safe"":[""C3"",""C2""],""unsafe"":[""A3""]}",is_B2_safe?,columns
7,"{""safe"":[""B3"",""A3""],""unsafe"":[""B1""]}",is_A2_safe?,columns
8,"{""safe"":[""C1"",""A1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
9,"{""safe"":[""A1"",""A3""],""unsafe"":[""B1""]}",is_C3_safe?,columns
10,"{""safe"":[""C3"",""A3""],""unsafe"":[""B2""]}",is_A1_safe?,columns
11,"{""safe"":[""C3"",""C2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
12,"{""safe"":[""C2"",""C1""],""unsafe"":[""C3""]}",is_A2_safe?,rows
13,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_A1_safe?,rows
14,"{""safe"":[""A3"",""C2""],""unsafe"":[""A2""]}",is_A1_safe?,columns
15,"{""safe"":[""A1"",""A2""],""unsafe"":[""B3""]}",is_C1_safe?,rows
16,"{""safe"":[""C2"",""A2""],""unsafe"":[""C1""]}",is_B1_safe?,columns
17,"{""safe"":[""C1"",""C2""],""unsafe"":[""A1""]}",is_B1_safe?,rows
18,"{""safe"":[""C1"",""B2""],""unsafe"":[""B1""]}",is_A3_safe?,columns
19,"{""safe"":[""B1"",""A1""],""unsafe"":[""B3""]}",is_A3_safe?,rows
20,"{""safe"":[""B3"",""A1""],""unsafe"":[""A3""]}",is_B1_safe?,columns
21,"{""safe"":[""B3"",""B1""],""unsafe"":[""A2""]}",is_B2_safe?,rows
22,"{""safe"":[""A3"",""A1""],""unsafe"":[""A2""]}",is_C1_safe?,columns
23,"{""safe"":[""B3"",""A2""],""unsafe"":[""A3""]}",is_C1_safe?,rows
24,"{""safe"":[""A3"",""C1""],""unsafe"":[""C3""]}",is_B2_safe?,rows
25,"{""safe"":[""C1"",""A3""],""unsafe"":[""A1""]}",is_B2_safe?,rows
